origin_time,target_time,actual_kw,predicted_kw
2010-11-24 21:45:00,2010-11-25 02:30:00,0.17493334,0.2882605
2010-11-24 21:45:00,2010-11-25 02:45:00,0.2104,0.2816914
2010-11-24 21:45:00,2010-11-25 03:00:00,0.16226667,0.28645432
2010-11-24 21:45:00,2010-11-25 03:15:00,0.23239999,0.2962937
2010-11-24 21:45:00,2010-11-25 03:30:00,0.17533332,0.2899046
2010-11-24 21:45:00,2010-11-25 03:45:00,0.16866666,0.3056578
2010-11-24 21:45:00,2010-11-25 04:00:00,0.27186665,0.30044323
2010-11-24 21:45:00,2010-11-25 04:15:00,0.12733333,0.28604868
2010-11-24 21:45:00,2010-11-25 04:30:00,0.18413332,0.3031609
2010-11-24 21:45:00,2010-11-25 04:45:00,0.25746667,0.2957498
2010-11-24 21:45:00,2010-11-25 05:00:00,0.12253332,0.29153752
2010-11-24 21:45:00,2010-11-25 05:15:00,0.2212,0.32812598
2010-11-24 21:45:00,2010-11-25 05:30:00,0.19066666,0.3327601
2010-11-24 21:45:00,2010-11-25 05:45:00,0.18533333,0.30794865
2010-11-24 21:45:00,2010-11-25 06:00:00,0.20133333,0.35830295
2010-11-24 21:45:00,2010-11-25 06:15:00,0.15693334,0.3548403
2010-11-24 21:45:00,2010-11-25 06:30:00,0.2681333,0.4848896
2010-11-24 21:45:00,2010-11-25 06:45:00,0.8534667,0.4659003
2010-11-24 21:45:00,2010-11-25 07:00:00,0.40053332,0.48192477
2010-11-24 21:45:00,2010-11-25 07:15:00,0.6062667,0.46340704
2010-11-24 21:45:00,2010-11-25 07:30:00,0.35653332,0.49311626
2010-11-24 21:45:00,2010-11-25 07:45:00,0.43866664,0.59310746
2010-11-24 21:45:00,2010-11-25 08:00:00,0.41986668,0.5263685
2010-11-24 21:45:00,2010-11-25 08:15:00,0.45013332,0.51102936
2010-11-24 21:45:00,2010-11-25 08:30:00,0.5382666,0.46819413
2010-11-24 21:45:00,2010-11-25 08:45:00,0.52199996,0.45256713
2010-11-24 21:45:00,2010-11-25 09:00:00,0.5829333,0.42530358
2010-11-24 21:45:00,2010-11-25 09:15:00,0.50146663,0.39447114
2010-11-24 21:45:00,2010-11-25 09:30:00,0.48426667,0.4165697
2010-11-24 21:45:00,2010-11-25 09:45:00,0.49666664,0.40402523
2010-11-24 21:45:00,2010-11-25 10:00:00,0.2016,0.4056442
2010-11-24 21:45:00,2010-11-25 10:15:00,0.17546663,0.41389972
2010-11-24 21:45:00,2010-11-25 10:30:00,0.21919997,0.4116303
2010-11-24 21:45:00,2010-11-25 10:45:00,0.18359996,0.411372
2010-11-24 21:45:00,2010-11-25 11:00:00,0.1486666,0.40201235
2010-11-24 21:45:00,2010-11-25 11:15:00,0.27133337,0.41739908
2010-11-24 21:45:00,2010-11-25 11:30:00,0.14919999,0.4167296
2010-11-24 21:45:00,2010-11-25 11:45:00,0.15893327,0.38612562
2010-11-24 21:45:00,2010-11-25 12:00:00,0.28439996,0.40548363
2010-11-24 21:45:00,2010-11-25 12:15:00,0.12546663,0.38299233
2010-11-24 21:45:00,2010-11-25 12:30:00,0.21013331,0.380025
2010-11-24 21:45:00,2010-11-25 12:45:00,0.9637333,0.36923435
2010-11-24 21:45:00,2010-11-25 13:00:00,0.4665333,0.3834633
2010-11-24 21:45:00,2010-11-25 13:15:00,0.68146664,0.35494316
2010-11-24 21:45:00,2010-11-25 13:30:00,0.59239995,0.35422775
2010-11-24 21:45:00,2010-11-25 13:45:00,0.47093332,0.3489363
2010-11-24 21:45:00,2010-11-25 14:00:00,0.48746666,0.35542706
2010-11-24 21:45:00,2010-11-25 14:15:00,0.3624,0.39375886
2010-11-24 21:45:00,2010-11-25 14:30:00,0.22466666,0.4113065
2010-11-24 21:45:00,2010-11-25 14:45:00,0.20759998,0.33888686
2010-11-24 21:45:00,2010-11-25 15:00:00,0.13346663,0.33271804
2010-11-24 21:45:00,2010-11-25 15:15:00,0.24533334,0.35471055
2010-11-24 21:45:00,2010-11-25 15:30:00,0.18573333,0.3652297
2010-11-24 21:45:00,2010-11-25 15:45:00,0.17186667,0.38595334
2010-11-24 21:45:00,2010-11-25 16:00:00,0.2068,0.37945768
2010-11-24 21:45:00,2010-11-25 16:15:00,0.19160001,0.39011934
2010-11-24 21:45:00,2010-11-25 16:30:00,0.21613333,0.39679253
2010-11-24 21:45:00,2010-11-25 16:45:00,0.13426666,0.40247592
2010-11-24 21:45:00,2010-11-25 17:00:00,0.26146665,0.40445405
2010-11-24 21:45:00,2010-11-25 17:15:00,0.29333332,0.41210756
2010-11-24 21:45:00,2010-11-25 17:30:00,0.41079998,0.4154276
2010-11-24 21:45:00,2010-11-25 17:45:00,0.54693335,0.4221635
2010-11-24 21:45:00,2010-11-25 18:00:00,0.45559996,0.46918756
2010-11-24 21:45:00,2010-11-25 18:15:00,0.5201333,0.5144049
2010-11-24 21:45:00,2010-11-25 18:30:00,0.5048,0.48885396
2010-11-24 21:45:00,2010-11-25 18:45:00,0.5197333,0.47658402
2010-11-24 21:45:00,2010-11-25 19:00:00,0.49173334,0.57190585
2010-11-24 21:45:00,2010-11-25 19:15:00,0.45293334,0.57541203
2010-11-24 21:45:00,2010-11-25 19:30:00,0.9118666,0.64774865
2010-11-24 21:45:00,2010-11-25 19:45:00,0.8441333,0.5659232
2010-11-24 21:45:00,2010-11-25 20:00:00,0.998,0.7109045
2010-11-24 21:45:00,2010-11-25 20:15:00,0.68106663,0.6251815
2010-11-24 21:45:00,2010-11-25 20:30:00,1.4341334,0.5594963
2010-11-24 21:45:00,2010-11-25 20:45:00,1.578,0.56114423
2010-11-24 21:45:00,2010-11-25 21:00:00,1.2,0.54906505
2010-11-24 21:45:00,2010-11-25 21:15:00,1.3104,0.58188754
2010-11-24 21:45:00,2010-11-25 21:30:00,1.3174667,0.5991575
2010-11-24 22:00:00,2010-11-24 22:00:00,0.49359998,0.5430045
2010-11-24 22:00:00,2010-11-24 22:15:00,0.5081333,0.5269258
2010-11-24 22:00:00,2010-11-24 22:30:00,0.34373334,0.47573212
2010-11-24 22:00:00,2010-11-24 22:45:00,0.26226667,0.46561012
2010-11-24 22:00:00,2010-11-24 23:00:00,0.21373333,0.4448786
2010-11-24 22:00:00,2010-11-24 23:15:00,0.18946666,0.42884964
2010-11-24 22:00:00,2010-11-24 23:30:00,0.20653333,0.46911648
2010-11-24 22:00:00,2010-11-24 23:45:00,0.1708,0.46068206
2010-11-24 22:00:00,2010-11-25 00:00:00,0.23986667,0.34494707
2010-11-24 22:00:00,2010-11-25 00:15:00,0.16853333,0.33555293
2010-11-24 22:00:00,2010-11-25 00:30:00,0.16266666,0.32720974
2010-11-24 22:00:00,2010-11-25 00:45:00,0.27199998,0.33129954
2010-11-24 22:00:00,2010-11-25 01:00:00,0.13106667,0.32177013
2010-11-24 22:00:00,2010-11-25 01:15:00,0.1796,0.30288208
2010-11-24 22:00:00,2010-11-25 01:30:00,0.25893334,0.29897654
2010-11-24 22:00:00,2010-11-25 01:45:00,0.123066664,0.2993413
2010-11-24 22:00:00,2010-11-25 02:00:00,0.21666667,0.29973257
2010-11-24 22:00:00,2010-11-25 02:15:00,0.2052,0.3002274
2010-11-24 22:00:00,2010-11-25 02:30:00,0.17493334,0.28140786
2010-11-24 22:00:00,2010-11-25 02:45:00,0.2104,0.2982648
2010-11-24 22:00:00,2010-11-25 03:00:00,0.16226667,0.2750671
2010-11-24 22:00:00,2010-11-25 03:15:00,0.23239999,0.28379622
2010-11-24 22:00:00,2010-11-25 03:30:00,0.17533332,0.28335372
2010-11-24 22:00:00,2010-11-25 03:45:00,0.16866666,0.31346
2010-11-24 22:00:00,2010-11-25 04:00:00,0.27186665,0.30034524
2010-11-24 22:00:00,2010-11-25 04:15:00,0.12733333,0.3012103
2010-11-24 22:00:00,2010-11-25 04:30:00,0.18413332,0.30302462
2010-11-24 22:00:00,2010-11-25 04:45:00,0.25746667,0.3038513
2010-11-24 22:00:00,2010-11-25 05:00:00,0.12253332,0.2973278
2010-11-24 22:00:00,2010-11-25 05:15:00,0.2212,0.32696754
2010-11-24 22:00:00,2010-11-25 05:30:00,0.19066666,0.3286264
2010-11-24 22:00:00,2010-11-25 05:45:00,0.18533333,0.30742085
2010-11-24 22:00:00,2010-11-25 06:00:00,0.20133333,0.35322297
2010-11-24 22:00:00,2010-11-25 06:15:00,0.15693334,0.35659257
2010-11-24 22:00:00,2010-11-25 06:30:00,0.2681333,0.45701146
2010-11-24 22:00:00,2010-11-25 06:45:00,0.8534667,0.4677783
2010-11-24 22:00:00,2010-11-25 07:00:00,0.40053332,0.46448347
2010-11-24 22:00:00,2010-11-25 07:15:00,0.6062667,0.47303042
2010-11-24 22:00:00,2010-11-25 07:30:00,0.35653332,0.53043544
2010-11-24 22:00:00,2010-11-25 07:45:00,0.43866664,0.56890726
2010-11-24 22:00:00,2010-11-25 08:00:00,0.41986668,0.55316436
2010-11-24 22:00:00,2010-11-25 08:15:00,0.45013332,0.5041796
2010-11-24 22:00:00,2010-11-25 08:30:00,0.5382666,0.4848379
2010-11-24 22:00:00,2010-11-25 08:45:00,0.52199996,0.45263964
2010-11-24 22:00:00,2010-11-25 09:00:00,0.5829333,0.42088252
2010-11-24 22:00:00,2010-11-25 09:15:00,0.50146663,0.4245078
2010-11-24 22:00:00,2010-11-25 09:30:00,0.48426667,0.41643074
2010-11-24 22:00:00,2010-11-25 09:45:00,0.49666664,0.4004444
2010-11-24 22:00:00,2010-11-25 10:00:00,0.2016,0.40871343
2010-11-24 22:00:00,2010-11-25 10:15:00,0.17546663,0.4181245
2010-11-24 22:00:00,2010-11-25 10:30:00,0.21919997,0.44097745
2010-11-24 22:00:00,2010-11-25 10:45:00,0.18359996,0.39708298
2010-11-24 22:00:00,2010-11-25 11:00:00,0.1486666,0.40528065
2010-11-24 22:00:00,2010-11-25 11:15:00,0.27133337,0.41693506
2010-11-24 22:00:00,2010-11-25 11:30:00,0.14919999,0.4240523
2010-11-24 22:00:00,2010-11-25 11:45:00,0.15893327,0.40740284
2010-11-24 22:00:00,2010-11-25 12:00:00,0.28439996,0.40862045
2010-11-24 22:00:00,2010-11-25 12:15:00,0.12546663,0.39791694
2010-11-24 22:00:00,2010-11-25 12:30:00,0.21013331,0.38918957
2010-11-24 22:00:00,2010-11-25 12:45:00,0.9637333,0.37317315
2010-11-24 22:00:00,2010-11-25 13:00:00,0.4665333,0.3786795
2010-11-24 22:00:00,2010-11-25 13:15:00,0.68146664,0.36386898
2010-11-24 22:00:00,2010-11-25 13:30:00,0.59239995,0.3633227
2010-11-24 22:00:00,2010-11-25 13:45:00,0.47093332,0.34202564
2010-11-24 22:00:00,2010-11-25 14:00:00,0.48746666,0.36006916
2010-11-24 22:00:00,2010-11-25 14:15:00,0.3624,0.41441396
2010-11-24 22:00:00,2010-11-25 14:30:00,0.22466666,0.3816328
2010-11-24 22:00:00,2010-11-25 14:45:00,0.20759998,0.34838384
2010-11-24 22:00:00,2010-11-25 15:00:00,0.13346663,0.3487748
2010-11-24 22:00:00,2010-11-25 15:15:00,0.24533334,0.35708457
2010-11-24 22:00:00,2010-11-25 15:30:00,0.18573333,0.35157132
2010-11-24 22:00:00,2010-11-25 15:45:00,0.17186667,0.37181824
2010-11-24 22:00:00,2010-11-25 16:00:00,0.2068,0.36716178
2010-11-24 22:00:00,2010-11-25 16:15:00,0.19160001,0.3676475
2010-11-24 22:00:00,2010-11-25 16:30:00,0.21613333,0.4070153
2010-11-24 22:00:00,2010-11-25 16:45:00,0.13426666,0.41362172
2010-11-24 22:00:00,2010-11-25 17:00:00,0.26146665,0.40820163
2010-11-24 22:00:00,2010-11-25 17:15:00,0.29333332,0.4116183
2010-11-24 22:00:00,2010-11-25 17:30:00,0.41079998,0.43756223
2010-11-24 22:00:00,2010-11-25 17:45:00,0.54693335,0.4173408
2010-11-24 22:00:00,2010-11-25 18:00:00,0.45559996,0.45524848
