refresh_time,target_time,lead_step,predicted_load_kW,hour,weekday,is_weekend,month,is_holiday
2010-11-18 00:00:00,2010-11-18 03:15:00,13,0.3713,3,3,0,11,0
2010-11-18 00:00:00,2010-11-18 03:30:00,14,0.3732,3,3,0,11,0
2010-11-18 00:00:00,2010-11-18 03:45:00,15,0.3588,3,3,0,11,0
2010-11-18 00:00:00,2010-11-18 04:00:00,16,0.3747,4,3,0,11,0
2010-11-18 00:00:00,2010-11-18 04:15:00,17,0.3608,4,3,0,11,0
2010-11-18 00:00:00,2010-11-18 04:30:00,18,0.3795,4,3,0,11,0
2010-11-18 00:00:00,2010-11-18 04:45:00,19,0.357,4,3,0,11,0
2010-11-18 00:00:00,2010-11-18 05:00:00,20,0.3736,5,3,0,11,0
2010-11-18 00:00:00,2010-11-18 05:15:00,21,0.3528,5,3,0,11,0
2010-11-18 00:00:00,2010-11-18 05:30:00,22,0.3841,5,3,0,11,0
2010-11-18 00:00:00,2010-11-18 05:45:00,23,0.3588,5,3,0,11,0
2010-11-18 00:00:00,2010-11-18 06:00:00,24,0.3967,6,3,0,11,0
2010-11-18 00:00:00,2010-11-18 06:15:00,25,0.3899,6,3,0,11,0
2010-11-18 00:00:00,2010-11-18 06:30:00,26,0.4313,6,3,0,11,0
2010-11-18 00:00:00,2010-11-18 06:45:00,27,0.6124,6,3,0,11,0
2010-11-18 00:00:00,2010-11-18 07:00:00,28,0.4879,7,3,0,11,0
2010-11-18 00:00:00,2010-11-18 07:15:00,29,0.5341,7,3,0,11,0
2010-11-18 00:00:00,2010-11-18 07:30:00,30,0.5832,7,3,0,11,0
2010-11-18 00:00:00,2010-11-18 07:45:00,31,0.4878,7,3,0,11,0
2010-11-18 00:00:00,2010-11-18 08:00:00,32,0.5409,8,3,0,11,0
2010-11-18 00:00:00,2010-11-18 08:15:00,33,0.4236,8,3,0,11,0
2010-11-18 00:00:00,2010-11-18 08:30:00,34,0.4365,8,3,0,11,0
2010-11-18 00:00:00,2010-11-18 08:45:00,35,0.4355,8,3,0,11,0
2010-11-18 00:00:00,2010-11-18 09:00:00,36,0.4586,9,3,0,11,0
2010-11-18 00:00:00,2010-11-18 09:15:00,37,0.4361,9,3,0,11,0
2010-11-18 00:00:00,2010-11-18 09:30:00,38,0.444,9,3,0,11,0
2010-11-18 00:00:00,2010-11-18 09:45:00,39,0.4149,9,3,0,11,0
2010-11-18 00:00:00,2010-11-18 10:00:00,40,0.4298,10,3,0,11,0
2010-11-18 00:00:00,2010-11-18 10:15:00,41,0.4235,10,3,0,11,0
2010-11-18 00:00:00,2010-11-18 10:30:00,42,0.4353,10,3,0,11,0
2010-11-18 00:00:00,2010-11-18 10:45:00,43,0.4337,10,3,0,11,0
2010-11-18 00:00:00,2010-11-18 11:00:00,44,0.4195,11,3,0,11,0
2010-11-18 00:00:00,2010-11-18 11:15:00,45,0.4062,11,3,0,11,0
2010-11-18 00:00:00,2010-11-18 11:30:00,46,0.3931,11,3,0,11,0
2010-11-18 00:00:00,2010-11-18 11:45:00,47,0.4104,11,3,0,11,0
2010-11-18 00:00:00,2010-11-18 12:00:00,48,0.4064,12,3,0,11,0
2010-11-18 00:00:00,2010-11-18 12:15:00,49,0.4107,12,3,0,11,0
2010-11-18 00:00:00,2010-11-18 12:30:00,50,0.4214,12,3,0,11,0
2010-11-18 00:00:00,2010-11-18 12:45:00,51,0.4141,12,3,0,11,0
2010-11-18 00:00:00,2010-11-18 13:00:00,52,0.4324,13,3,0,11,0
2010-11-18 00:00:00,2010-11-18 13:15:00,53,0.416,13,3,0,11,0
2010-11-18 00:00:00,2010-11-18 13:30:00,54,0.3978,13,3,0,11,0
2010-11-18 00:00:00,2010-11-18 13:45:00,55,0.4144,13,3,0,11,0
2010-11-18 00:00:00,2010-11-18 14:00:00,56,0.3986,14,3,0,11,0
2010-11-18 00:00:00,2010-11-18 14:15:00,57,0.4165,14,3,0,11,0
2010-11-18 00:00:00,2010-11-18 14:30:00,58,0.4031,14,3,0,11,0
2010-11-18 00:00:00,2010-11-18 14:45:00,59,0.3933,14,3,0,11,0
2010-11-18 00:00:00,2010-11-18 15:00:00,60,0.3928,15,3,0,11,0
2010-11-18 00:00:00,2010-11-18 15:15:00,61,0.4026,15,3,0,11,0
2010-11-18 00:00:00,2010-11-18 15:30:00,62,0.3967,15,3,0,11,0
2010-11-18 00:00:00,2010-11-18 15:45:00,63,0.4093,15,3,0,11,0
2010-11-18 00:00:00,2010-11-18 16:00:00,64,0.4706,16,3,0,11,0
2010-11-18 00:00:00,2010-11-18 16:15:00,65,0.4584,16,3,0,11,0
2010-11-18 00:00:00,2010-11-18 16:30:00,66,0.4452,16,3,0,11,0
2010-11-18 00:00:00,2010-11-18 16:45:00,67,0.4479,16,3,0,11,0
2010-11-18 00:00:00,2010-11-18 17:00:00,68,0.5049,17,3,0,11,0
2010-11-18 00:00:00,2010-11-18 17:15:00,69,0.516,17,3,0,11,0
2010-11-18 00:00:00,2010-11-18 17:30:00,70,0.4781,17,3,0,11,0
2010-11-18 00:00:00,2010-11-18 17:45:00,71,0.5029,17,3,0,11,0
2010-11-18 00:00:00,2010-11-18 18:00:00,72,0.5725,18,3,0,11,0
2010-11-18 00:00:00,2010-11-18 18:15:00,73,0.5976,18,3,0,11,0
2010-11-18 00:00:00,2010-11-18 18:30:00,74,0.5761,18,3,0,11,0
2010-11-18 00:00:00,2010-11-18 18:45:00,75,0.576,18,3,0,11,0
2010-11-18 00:00:00,2010-11-18 19:00:00,76,0.6115,19,3,0,11,0
2010-11-18 00:00:00,2010-11-18 19:15:00,77,0.5594,19,3,0,11,0
2010-11-18 00:00:00,2010-11-18 19:30:00,78,0.5945,19,3,0,11,0
2010-11-18 00:00:00,2010-11-18 19:45:00,79,0.5777,19,3,0,11,0
2010-11-18 00:00:00,2010-11-18 20:00:00,80,0.5982,20,3,0,11,0
2010-11-18 00:00:00,2010-11-18 20:15:00,81,0.746,20,3,0,11,0
2010-11-18 00:00:00,2010-11-18 20:30:00,82,0.8228,20,3,0,11,0
2010-11-18 00:00:00,2010-11-18 20:45:00,83,0.8482,20,3,0,11,0
2010-11-18 00:00:00,2010-11-18 21:00:00,84,0.8639,21,3,0,11,0
2010-11-18 00:00:00,2010-11-18 21:15:00,85,1.0048,21,3,0,11,0
2010-11-18 00:00:00,2010-11-18 21:30:00,86,0.9955,21,3,0,11,0
2010-11-18 00:00:00,2010-11-18 21:45:00,87,0.9988,21,3,0,11,0
2010-11-18 00:00:00,2010-11-18 22:00:00,88,0.9676,22,3,0,11,0
2010-11-18 00:00:00,2010-11-18 22:15:00,89,0.8569,22,3,0,11,0
2010-11-18 00:00:00,2010-11-18 22:30:00,90,0.6873,22,3,0,11,0
2010-11-18 00:00:00,2010-11-18 22:45:00,91,0.6114,22,3,0,11,0
2010-11-18 00:00:00,2010-11-18 23:00:00,92,0.5077,23,3,0,11,0
2010-11-18 00:00:00,2010-11-18 23:15:00,93,0.4837,23,3,0,11,0
2010-11-18 00:00:00,2010-11-18 23:30:00,94,0.4932,23,3,0,11,0
2010-11-18 00:00:00,2010-11-18 23:45:00,95,0.4607,23,3,0,11,0
2010-11-18 00:00:00,2010-11-19 00:00:00,96,0.4083,0,4,0,11,0
2010-11-18 00:15:00,2010-11-18 00:30:00,1,0.3917,0,3,0,11,0
2010-11-18 00:15:00,2010-11-18 00:45:00,2,0.3968,0,3,0,11,0
2010-11-18 00:15:00,2010-11-18 01:00:00,3,0.3786,1,3,0,11,0
2010-11-18 00:15:00,2010-11-18 01:15:00,4,0.367,1,3,0,11,0
2010-11-18 00:15:00,2010-11-18 01:30:00,5,0.3854,1,3,0,11,0
2010-11-18 00:15:00,2010-11-18 01:45:00,6,0.3829,1,3,0,11,0
2010-11-18 00:15:00,2010-11-18 02:00:00,7,0.3892,2,3,0,11,0
2010-11-18 00:15:00,2010-11-18 02:15:00,8,0.3657,2,3,0,11,0
2010-11-18 00:15:00,2010-11-18 02:30:00,9,0.3549,2,3,0,11,0
2010-11-18 00:15:00,2010-11-18 02:45:00,10,0.3841,2,3,0,11,0
2010-11-18 00:15:00,2010-11-18 03:00:00,11,0.3689,3,3,0,11,0
2010-11-18 00:15:00,2010-11-18 03:15:00,12,0.3628,3,3,0,11,0
2010-11-18 00:15:00,2010-11-18 03:30:00,13,0.363,3,3,0,11,0
2010-11-18 00:15:00,2010-11-18 03:45:00,14,0.3639,3,3,0,11,0
2010-11-18 00:15:00,2010-11-18 04:00:00,15,0.3668,4,3,0,11,0
2010-11-18 00:15:00,2010-11-18 04:15:00,16,0.3615,4,3,0,11,0
2010-11-18 00:15:00,2010-11-18 04:30:00,17,0.3631,4,3,0,11,0
2010-11-18 00:15:00,2010-11-18 04:45:00,18,0.3656,4,3,0,11,0
2010-11-18 00:15:00,2010-11-18 05:00:00,19,0.3604,5,3,0,11,0
2010-11-18 00:15:00,2010-11-18 05:15:00,20,0.3672,5,3,0,11,0
2010-11-18 00:15:00,2010-11-18 05:30:00,21,0.3773,5,3,0,11,0
2010-11-18 00:15:00,2010-11-18 05:45:00,22,0.3596,5,3,0,11,0
2010-11-18 00:15:00,2010-11-18 06:00:00,23,0.3946,6,3,0,11,0
2010-11-18 00:15:00,2010-11-18 06:15:00,24,0.3842,6,3,0,11,0
2010-11-18 00:15:00,2010-11-18 06:30:00,25,0.4368,6,3,0,11,0
2010-11-18 00:15:00,2010-11-18 06:45:00,26,0.5561,6,3,0,11,0
2010-11-18 00:15:00,2010-11-18 07:00:00,27,0.5121,7,3,0,11,0
2010-11-18 00:15:00,2010-11-18 07:15:00,28,0.5122,7,3,0,11,0
2010-11-18 00:15:00,2010-11-18 07:30:00,29,0.5582,7,3,0,11,0
2010-11-18 00:15:00,2010-11-18 07:45:00,30,0.4924,7,3,0,11,0
2010-11-18 00:15:00,2010-11-18 08:00:00,31,0.5445,8,3,0,11,0
2010-11-18 00:15:00,2010-11-18 08:15:00,32,0.4361,8,3,0,11,0
2010-11-18 00:15:00,2010-11-18 08:30:00,33,0.4415,8,3,0,11,0
2010-11-18 00:15:00,2010-11-18 08:45:00,34,0.4331,8,3,0,11,0
2010-11-18 00:15:00,2010-11-18 09:00:00,35,0.4678,9,3,0,11,0
2010-11-18 00:15:00,2010-11-18 09:15:00,36,0.4318,9,3,0,11,0
2010-11-18 00:15:00,2010-11-18 09:30:00,37,0.4418,9,3,0,11,0
2010-11-18 00:15:00,2010-11-18 09:45:00,38,0.4199,9,3,0,11,0
2010-11-18 00:15:00,2010-11-18 10:00:00,39,0.4264,10,3,0,11,0
2010-11-18 00:15:00,2010-11-18 10:15:00,40,0.4302,10,3,0,11,0
2010-11-18 00:15:00,2010-11-18 10:30:00,41,0.4306,10,3,0,11,0
2010-11-18 00:15:00,2010-11-18 10:45:00,42,0.4281,10,3,0,11,0
2010-11-18 00:15:00,2010-11-18 11:00:00,43,0.4183,11,3,0,11,0
2010-11-18 00:15:00,2010-11-18 11:15:00,44,0.4006,11,3,0,11,0
2010-11-18 00:15:00,2010-11-18 11:30:00,45,0.3967,11,3,0,11,0
2010-11-18 00:15:00,2010-11-18 11:45:00,46,0.4051,11,3,0,11,0
2010-11-18 00:15:00,2010-11-18 12:00:00,47,0.4091,12,3,0,11,0
2010-11-18 00:15:00,2010-11-18 12:15:00,48,0.4097,12,3,0,11,0
2010-11-18 00:15:00,2010-11-18 12:30:00,49,0.4134,12,3,0,11,0
2010-11-18 00:15:00,2010-11-18 12:45:00,50,0.4143,12,3,0,11,0
2010-11-18 00:15:00,2010-11-18 13:00:00,51,0.4252,13,3,0,11,0
2010-11-18 00:15:00,2010-11-18 13:15:00,52,0.4078,13,3,0,11,0
2010-11-18 00:15:00,2010-11-18 13:30:00,53,0.3993,13,3,0,11,0
2010-11-18 00:15:00,2010-11-18 13:45:00,54,0.4138,13,3,0,11,0
2010-11-18 00:15:00,2010-11-18 14:00:00,55,0.4175,14,3,0,11,0
2010-11-18 00:15:00,2010-11-18 14:15:00,56,0.4082,14,3,0,11,0
2010-11-18 00:15:00,2010-11-18 14:30:00,57,0.4129,14,3,0,11,0
2010-11-18 00:15:00,2010-11-18 14:45:00,58,0.3977,14,3,0,11,0
2010-11-18 00:15:00,2010-11-18 15:00:00,59,0.393,15,3,0,11,0
2010-11-18 00:15:00,2010-11-18 15:15:00,60,0.3915,15,3,0,11,0
2010-11-18 00:15:00,2010-11-18 15:30:00,61,0.3923,15,3,0,11,0
2010-11-18 00:15:00,2010-11-18 15:45:00,62,0.3927,15,3,0,11,0
2010-11-18 00:15:00,2010-11-18 16:00:00,63,0.4641,16,3,0,11,0
2010-11-18 00:15:00,2010-11-18 16:15:00,64,0.4707,16,3,0,11,0
2010-11-18 00:15:00,2010-11-18 16:30:00,65,0.4384,16,3,0,11,0
2010-11-18 00:15:00,2010-11-18 16:45:00,66,0.4361,16,3,0,11,0
2010-11-18 00:15:00,2010-11-18 17:00:00,67,0.4963,17,3,0,11,0
2010-11-18 00:15:00,2010-11-18 17:15:00,68,0.5219,17,3,0,11,0
2010-11-18 00:15:00,2010-11-18 17:30:00,69,0.493,17,3,0,11,0
2010-11-18 00:15:00,2010-11-18 17:45:00,70,0.4997,17,3,0,11,0
2010-11-18 00:15:00,2010-11-18 18:00:00,71,0.5322,18,3,0,11,0
2010-11-18 00:15:00,2010-11-18 18:15:00,72,0.5595,18,3,0,11,0
2010-11-18 00:15:00,2010-11-18 18:30:00,73,0.5988,18,3,0,11,0
2010-11-18 00:15:00,2010-11-18 18:45:00,74,0.5761,18,3,0,11,0
2010-11-18 00:15:00,2010-11-18 19:00:00,75,0.6215,19,3,0,11,0
2010-11-18 00:15:00,2010-11-18 19:15:00,76,0.579,19,3,0,11,0
2010-11-18 00:15:00,2010-11-18 19:30:00,77,0.6084,19,3,0,11,0
2010-11-18 00:15:00,2010-11-18 19:45:00,78,0.5609,19,3,0,11,0
2010-11-18 00:15:00,2010-11-18 20:00:00,79,0.6333,20,3,0,11,0
2010-11-18 00:15:00,2010-11-18 20:15:00,80,0.6987,20,3,0,11,0
2010-11-18 00:15:00,2010-11-18 20:30:00,81,0.8625,20,3,0,11,0
2010-11-18 00:15:00,2010-11-18 20:45:00,82,0.8639,20,3,0,11,0
2010-11-18 00:15:00,2010-11-18 21:00:00,83,0.9237,21,3,0,11,0
2010-11-18 00:15:00,2010-11-18 21:15:00,84,0.9845,21,3,0,11,0
2010-11-18 00:15:00,2010-11-18 21:30:00,85,1.0316,21,3,0,11,0
2010-11-18 00:15:00,2010-11-18 21:45:00,86,1.0293,21,3,0,11,0
2010-11-18 00:15:00,2010-11-18 22:00:00,87,0.9621,22,3,0,11,0
2010-11-18 00:15:00,2010-11-18 22:15:00,88,0.9043,22,3,0,11,0
2010-11-18 00:15:00,2010-11-18 22:30:00,89,0.6469,22,3,0,11,0
2010-11-18 00:15:00,2010-11-18 22:45:00,90,0.6192,22,3,0,11,0
2010-11-18 00:15:00,2010-11-18 23:00:00,91,0.5176,23,3,0,11,0
2010-11-18 00:15:00,2010-11-18 23:15:00,92,0.5014,23,3,0,11,0
2010-11-18 00:15:00,2010-11-18 23:30:00,93,0.4697,23,3,0,11,0
2010-11-18 00:15:00,2010-11-18 23:45:00,94,0.4721,23,3,0,11,0
2010-11-18 00:15:00,2010-11-19 00:00:00,95,0.4136,0,4,0,11,0
2010-11-18 00:15:00,2010-11-19 00:15:00,96,0.4035,0,4,0,11,0
2010-11-18 00:30:00,2010-11-18 00:45:00,1,0.3801,0,3,0,11,0
2010-11-18 00:30:00,2010-11-18 01:00:00,2,0.3678,1,3,0,11,0
2010-11-18 00:30:00,2010-11-18 01:15:00,3,0.3715,1,3,0,11,0
2010-11-18 00:30:00,2010-11-18 01:30:00,4,0.3659,1,3,0,11,0
2010-11-18 00:30:00,2010-11-18 01:45:00,5,0.3723,1,3,0,11,0
2010-11-18 00:30:00,2010-11-18 02:00:00,6,0.3524,2,3,0,11,0
2010-11-18 00:30:00,2010-11-18 02:15:00,7,0.3709,2,3,0,11,0
2010-11-18 00:30:00,2010-11-18 02:30:00,8,0.348,2,3,0,11,0
2010-11-18 00:30:00,2010-11-18 02:45:00,9,0.3554,2,3,0,11,0
2010-11-18 00:30:00,2010-11-18 03:00:00,10,0.3617,3,3,0,11,0
2010-11-18 00:30:00,2010-11-18 03:15:00,11,0.3563,3,3,0,11,0
2010-11-18 00:30:00,2010-11-18 03:30:00,12,0.3596,3,3,0,11,0
2010-11-18 00:30:00,2010-11-18 03:45:00,13,0.3678,3,3,0,11,0
2010-11-18 00:30:00,2010-11-18 04:00:00,14,0.3615,4,3,0,11,0
2010-11-18 00:30:00,2010-11-18 04:15:00,15,0.3581,4,3,0,11,0
2010-11-18 00:30:00,2010-11-18 04:30:00,16,0.36,4,3,0,11,0
2010-11-18 00:30:00,2010-11-18 04:45:00,17,0.3578,4,3,0,11,0
2010-11-18 00:30:00,2010-11-18 05:00:00,18,0.3709,5,3,0,11,0
2010-11-18 00:30:00,2010-11-18 05:15:00,19,0.3547,5,3,0,11,0
2010-11-18 00:30:00,2010-11-18 05:30:00,20,0.3883,5,3,0,11,0
2010-11-18 00:30:00,2010-11-18 05:45:00,21,0.3568,5,3,0,11,0
2010-11-18 00:30:00,2010-11-18 06:00:00,22,0.4039,6,3,0,11,0
2010-11-18 00:30:00,2010-11-18 06:15:00,23,0.3876,6,3,0,11,0
2010-11-18 00:30:00,2010-11-18 06:30:00,24,0.4292,6,3,0,11,0
2010-11-18 00:30:00,2010-11-18 06:45:00,25,0.579,6,3,0,11,0
2010-11-18 00:30:00,2010-11-18 07:00:00,26,0.5243,7,3,0,11,0
2010-11-18 00:30:00,2010-11-18 07:15:00,27,0.549,7,3,0,11,0
2010-11-18 00:30:00,2010-11-18 07:30:00,28,0.557,7,3,0,11,0
2010-11-18 00:30:00,2010-11-18 07:45:00,29,0.5187,7,3,0,11,0
2010-11-18 00:30:00,2010-11-18 08:00:00,30,0.5522,8,3,0,11,0
2010-11-18 00:30:00,2010-11-18 08:15:00,31,0.4145,8,3,0,11,0
2010-11-18 00:30:00,2010-11-18 08:30:00,32,0.4381,8,3,0,11,0
2010-11-18 00:30:00,2010-11-18 08:45:00,33,0.4428,8,3,0,11,0
2010-11-18 00:30:00,2010-11-18 09:00:00,34,0.4472,9,3,0,11,0
2010-11-18 00:30:00,2010-11-18 09:15:00,35,0.4292,9,3,0,11,0
2010-11-18 00:30:00,2010-11-18 09:30:00,36,0.4327,9,3,0,11,0
